Date,Open,High,Low,Close,Adj Close,Volume
2013-08-12,96.400002,96.699997,95.599998,96.000000,81.758163,33389000
2013-08-13,96.000000,97.400002,96.000000,97.199997,82.780136,34361000
2013-08-14,96.000000,97.300003,95.800003,96.800003,82.439484,41618000
2013-08-15,96.400002,96.400002,95.300003,96.000000,81.758163,42647000
2013-08-16,95.400002,97.500000,95.199997,96.500000,82.183983,37509000
2013-08-19,95.500000,96.099998,95.300003,95.500000,81.332336,49081000
2013-08-20,95.199997,95.400002,94.400002,94.400002,80.395523,41635000
2013-08-22,93.000000,94.900002,92.900002,94.500000,80.480690,60185000
2013-08-23,95.699997,97.300003,95.500000,97.000000,82.609810,44276000
2013-08-26,97.599998,97.599998,96.099998,96.800003,82.439484,18663000
2013-08-27,96.000000,96.800003,95.599998,95.599998,81.417496,22435000
2013-08-28,95.599998,97.300003,95.099998,96.800003,82.439484,34586000
2013-08-29,96.900002,98.900002,96.900002,98.699997,84.057610,36841000
2013-08-30,99.599998,100.500000,98.800003,100.500000,85.590569,37275000
2013-09-02,100.000000,102.000000,99.599998,102.000000,86.868050,30751000
2013-09-03,103.000000,103.000000,101.500000,102.000000,86.868050,31074000
2013-09-04,100.500000,101.500000,100.000000,100.500000,85.590569,25183000
2013-09-05,100.500000,101.500000,100.000000,101.500000,86.442223,30002000
2013-09-06,102.000000,102.000000,101.000000,102.000000,86.868050,24631000
2013-09-09,102.500000,103.000000,101.000000,103.000000,87.719696,32515000
2013-09-10,103.000000,104.500000,102.500000,104.500000,88.997162,37304000
2013-09-11,103.000000,104.500000,102.500000,104.500000,88.997162,40290000
2013-09-12,103.000000,104.500000,103.000000,103.500000,88.145523,32814000
2013-09-13,102.500000,103.000000,102.000000,102.500000,87.293869,22273000
2013-09-16,104.000000,105.500000,104.000000,105.500000,89.848816,40590000
2013-09-17,105.500000,105.500000,104.500000,105.500000,89.848816,25402000
2013-09-18,105.000000,105.500000,103.000000,103.000000,87.719696,28113000
2013-09-23,103.000000,106.000000,102.500000,105.500000,89.848816,51403000
2013-09-24,105.000000,105.500000,104.000000,105.000000,89.422989,28633000
2013-09-25,104.500000,104.500000,103.000000,103.000000,87.719696,31708000
2013-09-26,103.500000,103.500000,101.500000,101.500000,86.442223,23012000
2013-09-27,103.500000,103.500000,102.000000,103.000000,87.719696,26146000
2013-09-30,100.500000,102.000000,100.000000,100.500000,85.590569,45308000
2013-10-01,100.500000,102.500000,100.500000,101.500000,86.442223,22557000
2013-10-02,103.500000,103.500000,102.000000,103.000000,87.719696,14186000
2013-10-03,103.500000,106.000000,103.000000,105.000000,89.422989,50622000
2013-10-04,104.500000,105.000000,103.500000,104.000000,88.571335,19872000
2013-10-07,103.500000,104.000000,102.000000,103.000000,87.719696,20847000
2013-10-08,103.500000,105.500000,103.000000,105.000000,89.422989,21082000
2013-10-09,104.000000,105.500000,103.000000,105.000000,89.422989,22183000
2013-10-11,105.000000,107.500000,105.000000,106.500000,90.700462,56367000
2013-10-14,106.500000,106.500000,105.000000,105.000000,89.422989,18568000
2013-10-15,106.500000,107.000000,106.000000,107.000000,91.126289,21383000
2013-10-16,108.000000,108.000000,106.000000,106.000000,90.274635,18482000
2013-10-17,107.500000,108.000000,107.000000,107.000000,91.126289,28095000
2013-10-18,108.500000,110.000000,108.500000,110.000000,93.681221,58487000
2013-10-21,111.000000,111.500000,109.500000,110.000000,93.681221,40443000
2013-10-22,110.000000,111.500000,109.500000,111.500000,94.958694,38261000
2013-10-23,111.000000,111.500000,110.000000,111.000000,94.532867,21861000
2013-10-24,109.000000,110.000000,108.500000,110.000000,93.681221,21193000
2013-10-25,108.500000,109.000000,106.500000,107.000000,91.126289,36027000
2013-10-28,108.000000,109.500000,107.500000,109.500000,93.255402,21177000
2013-10-29,108.500000,109.500000,108.000000,109.500000,93.255402,21491000
2013-10-30,109.000000,110.000000,109.000000,110.000000,93.681221,16582000
